hardware	From Middle English hardware; equivalent to hard + -ware; attested since the mid-15th century.	noun. Fixtures, equipment, fasteners, tools, and devices used for general-purpose construction and repair of a structure or object. Also such equipment as sold as stock by a store of the same name, e.g. hardware store.
harmless	From Middle English harmles, from Old English *hearmlēas, from Proto-Germanic *harmalausaz (“without harm; harmless”), equivalent to harm + -less. Cognate with German harmlos (“harmless”), Danish harmløs (“harlmess”), Swedish harmlös (“harmless”).	adjective. Incapable of causing harm or danger; safe.
headache	From Middle English hevedeche, from Old English hēafodeċe. By surface analysis, head + ache.	noun. A pain or ache in the head.
headline	From head + line.	noun. The heading or title of a magazine or newspaper article.
heartily	From Middle English hertely, herteliche, heorteliche, from Old English ġeheortlīċe (“whole-heartedly, vigorously”), equivalent to hearty + -ly.	adverb. In a hearty manner.
helpless	From Middle English helples, from Old English *helplēas (“helpless”) from Proto-Germanic *helpōlausaz, equivalent to help + -less. Compare Dutch hulpeloos (“helpless”), German hilflos (“helpless”), Danish hjælpeløs (“helpless”) and Swedish hjälplös (“helpless”).	adjective. Unable to defend oneself.
heritage	From Middle English heritage, from Old French eritage, heritage (modern French héritage), ultimately derived (through suffixation) from Latin hērēs. By surface analysis, herit + -age.	noun. An inheritance; property that may be inherited.
hesitate	Borrowed from Latin haesitātus, perfect passive participle of haesitō (see -ate (verb-forming suffix)), intensive of haereō (“to hesitate, stick fast; to hang or hold fast”). Displaced native Old English wandian. Compare French hésiter.	verb. To stop or pause respecting decision or action; to be in suspense or uncertainty as to a determination.
historic	From Latin historicus (“historical”), from Ancient Greek ἱστορικός (historikós, “exact; historical”). Cognate with French historique. By surface analysis, history + -ic.	adjective. Very important; noteworthy: having importance or significance in history.
hitherto	The adverb is derived from Middle English hiderto (“to the present time, until now; up to this point”), from hider (“in this direction, to or toward this place; up to the present time, until now”) (from Old English hider (“to here, hither”)) + to (“in the direction of, toward; etc.”). By surface analysis, hither + to. The adjective is derived from the adverb.	adverb. Up to this or that time.
honestly	From Middle English honestly, honestlyche, honestliche, equivalent to honest + -ly.	adverb. In an honest manner.
honorary	From honor + -ary, modelled after French honoraire, from Latin honōrārius.	adjective. Given as an honor, with no duties attached, and without payment.
hopeless	From hope + -less. Compare Swedish hopplös.	adjective. Without hope; despairing; not expecting anything positive.
horrible	First attested in Middle English (alternately as horrible and orrible) in 1303: from Old French horrible, orrible, orible, from Latin horribilis, from horr(ēre) (“tremble”) + -ibilis (“-ible”).	noun. A thing that causes horror; a terrifying thing, particularly a prospective bad consequence asserted as likely to result from an act.
horribly	From Middle English horribly, horribely, horribliche, horriblelyche, equivalent to horrible + -ly.	adverb. In a horrible way; very badly.
horrific	Borrowed from Latin horrificus, from horreō (“to be afraid”) + -ficō (“to make”).	adjective. Causing horror; horrifying.
hospital	From Middle English hospital, hospitall, from Old French hospital (Modern French hôpital), from Late Latin hospitālis, hospitāle (“hospice, shelter, guesthouse”), from noun use of Latin hospitālis (“hospitable”), from hospes (“host, guest”). Doublet of hotel and hostel. Displaced native Middle English lechehous, from Old English lǣċehūs (literally “doctor house”).	noun. A large medical facility, usually in a building with multiple floors, where seriously ill or injured patients are given extensive medical or surgical treatment.
humanity	Inherited from Middle English humanyte, humanite, humanitye, from Old French humanité, from Latin hūmānitās. By surface analysis, human or humane + -ity. Partly displaced mankind, from Old English mancynn (literally “human race”).	noun. Humankind; human beings as a group.
humorous	From Middle English humorous (compare Medieval Latin hūmorōsus), equivalent to humor + -ous.	adjective. Full of humor or arousing laughter; funny.
hydrogen	Borrowed from French hydrogène (“hydrogen”), coined by the French chemists Louis-Bernard Guyton de Morveau (1737–1816) and Antoine Lavoisier (1743–1794) from hydro- (prefix meaning ‘water’) + -gène (suffix denoting a producer of something), from the fact that water is produced as a compound when hydrogen is oxidized. By surface analysis, hydro- (prefix meaning ‘water’) + -gen (suffix denoting a producer of something).	noun. The lightest chemical element (symbol H), with an atomic number of 1 and atomic weight of 1.008.
identify	From French identifier, from Medieval Latin identicus + Latin faciō.	verb. To establish the identity of someone or something.
identity	From Middle English ydemptite, from Middle French identité and its etymon Late Latin idemptitās, identitās, from idem (“the same”) + -tās (suffix forming abstract nouns) as a calque of Ancient Greek ταὐτότης (tautótēs, “sameness”).	noun. Sameness, identicalness; the quality or fact of (several specified things) being the same.
ideology	Borrowed from French idéologie, from idéo- + -logie (equivalent to English ideo- + -logy). Cognate with, but not derived from, idea. Coined 1796 by Antoine Destutt de Tracy. Modern sense of “doctrine” attributed to use of related idéologue (“ideologue”) by Napoleon Bonaparte as a term of abuse towards political opponents in early 1800s.	noun. Doctrine, philosophy, body of beliefs or principles belonging to an individual or group.
ignorant	From Old French ignorant, from Latin ignōrāns (“unaware, unknowing”). By surface analysis, ignore + -ant.	adjective. Unknowledgeable or uneducated; characterized by ignorance.
illusion	From Old French illusion, from Latin illūsiō, from illūdere, from in- (“at, upon”) + lūdere (“to play, mock, trick”). Displaced native Old English dwimmer.	noun. A distortion of sensory perception where real stimuli lead to a false or misleading impression of reality.
imagines	Learned borrowing from Latin imāginēs.	noun. plural of imago
immature	From Middle French immature. Partially displaced unripe, from Old English unrīpe (“unripe, immature”).	adjective. Occurring before the proper time; untimely, premature (especially of death).
